sample_id,species,relative_abundance,data_source,kefir type,group
TG_ID090_WG_T5_S90,Lacticaseibacillus paracasei,39.4205,This study,WG,water
TG_ID090_WG_T5_S90,Lacticaseibacillus paracasei,39.4205,This study,WG,water
TG_ID090_WL_T1_S306,Acinetobacter johnsonii,56.4375,This study,WL,water
TG_ID090_WL_T1_S306,Acinetobacter johnsonii,56.4375,This study,WL,water
TG_ID090_WL_T2_S370,Leuconostoc pseudomesenteroides,39.021,This study,WL,water
TG_ID090_WL_T2_S370,Leuconostoc pseudomesenteroides,39.021,This study,WL,water
TG_ID090_WL_T3_S148,Lacticaseibacillus paracasei,48.4593,This study,WL,water
TG_ID090_WL_T3_S148,Lacticaseibacillus paracasei,48.4593,This study,WL,water
TG_ID090_WL_T3_S148,Lacticaseibacillus paracasei,48.4593,This study,WL,water
TG_ID090_WL_T3_S148,Lacticaseibacillus paracasei,48.4593,This study,WL,water
TG_ID090_WL_T3_S148,Lacticaseibacillus paracasei,48.4593,This study,WL,water
TG_ID090_WL_T3_S148,Lacticaseibacillus paracasei,48.4593,This study,WL,water
TG_ID090_WL_T5_S7,Lacticaseibacillus paracasei,24.5839,This study,WL,water
TG_ID090_WL_T5_S7,Lacticaseibacillus paracasei,24.5839,This study,WL,water
TG_ID090_WL_T5_S7,Lacticaseibacillus paracasei,24.5839,This study,WL,water
TG_ID090_WL_T5_S7,Lacticaseibacillus paracasei,24.5839,This study,WL,water
TG_ID090_WL_T5_S7,Lacticaseibacillus paracasei,24.5839,This study,WL,water
TG_ID090_WL_T5_S7,Lacticaseibacillus paracasei,24.5839,This study,WL,water
TG_ID092_WG_T1_S343,Lentilactobacillus hilgardii,6.80965,This study,WG,water
TG_ID092_WG_T1_S343,Lentilactobacillus hilgardii,6.80965,This study,WG,water
TG_ID092_WG_T2_S160,Lacticaseibacillus paracasei,39.4825,This study,WG,water
TG_ID092_WG_T2_S160,Lacticaseibacillus paracasei,39.4825,This study,WG,water
TG_ID092_WG_T2_S160,Lacticaseibacillus paracasei,39.4825,This study,WG,water
TG_ID092_WG_T2_S160,Lacticaseibacillus paracasei,39.4825,This study,WG,water
TG_ID092_WG_T2_S160,Lacticaseibacillus paracasei,39.4825,This study,WG,water
TG_ID092_WG_T2_S160,Lacticaseibacillus paracasei,39.4825,This study,WG,water
TG_ID092_WG_T3_S58,Lacticaseibacillus paracasei,60.4309,This study,WG,water
TG_ID092_WG_T3_S58,Lacticaseibacillus paracasei,60.4309,This study,WG,water
TG_ID092_WG_T3_S58,Lacticaseibacillus paracasei,60.4309,This study,WG,water
TG_ID092_WG_T3_S58,Lacticaseibacillus paracasei,60.4309,This study,WG,water
TG_ID092_WG_T3_S58,Lacticaseibacillus paracasei,60.4309,This study,WG,water
TG_ID092_WG_T3_S58,Lacticaseibacillus paracasei,60.4309,This study,WG,water
TG_ID092_WG_T4_S17,Lentilactobacillus hilgardii,15.3294,This study,WG,water
TG_ID092_WG_T4_S17,Lentilactobacillus hilgardii,15.3294,This study,WG,water
TG_ID092_WG_T4_S17,Lentilactobacillus hilgardii,15.3294,This study,WG,water
TG_ID092_WG_T4_S17,Lentilactobacillus hilgardii,15.3294,This study,WG,water
TG_ID092_WG_T5_S82,Lacticaseibacillus paracasei,33.486,This study,WG,water
TG_ID092_WG_T5_S82,Lacticaseibacillus paracasei,33.486,This study,WG,water
TG_ID092_WG_T5_S82,Lacticaseibacillus paracasei,33.486,This study,WG,water
TG_ID092_WG_T5_S82,Lacticaseibacillus paracasei,33.486,This study,WG,water
TG_ID092_WG_T5_S82,Lacticaseibacillus paracasei,33.486,This study,WG,water
TG_ID092_WG_T5_S82,Lacticaseibacillus paracasei,33.486,This study,WG,water
TG_ID092_WG_T6_S80,Lentilactobacillus hilgardii,27.4834,This study,WG,water
TG_ID092_WG_T6_S80,Lentilactobacillus hilgardii,27.4834,This study,WG,water
TG_ID092_WG_T6_S80,Lentilactobacillus hilgardii,27.4834,This study,WG,water
TG_ID092_WG_T6_S80,Lentilactobacillus hilgardii,27.4834,This study,WG,water
TG_ID092_WG_T6_S80,Lentilactobacillus hilgardii,27.4834,This study,WG,water
TG_ID092_WG_T6_S80,Lentilactobacillus hilgardii,27.4834,This study,WG,water
TG_ID092_WL_T1_S318,Acinetobacter johnsonii,16.219,This study,WL,water
TG_ID092_WL_T1_S318,Acinetobacter johnsonii,16.219,This study,WL,water
TG_ID092_WL_T2_S172,Lacticaseibacillus paracasei,39.4553,This study,WL,water
TG_ID092_WL_T2_S172,Lacticaseibacillus paracasei,39.4553,This study,WL,water
TG_ID092_WL_T2_S172,Lacticaseibacillus paracasei,39.4553,This study,WL,water
TG_ID092_WL_T2_S172,Lacticaseibacillus paracasei,39.4553,This study,WL,water
TG_ID092_WL_T2_S172,Lacticaseibacillus paracasei,39.4553,This study,WL,water
TG_ID092_WL_T2_S172,Lacticaseibacillus paracasei,39.4553,This study,WL,water
TG_ID092_WL_T3_S70,Lacticaseibacillus paracasei,46.0206,This study,WL,water
TG_ID092_WL_T3_S70,Lacticaseibacillus paracasei,46.0206,This study,WL,water
TG_ID092_WL_T3_S70,Lacticaseibacillus paracasei,46.0206,This study,WL,water
TG_ID092_WL_T3_S70,Lacticaseibacillus paracasei,46.0206,This study,WL,water
TG_ID092_WL_T3_S70,Lacticaseibacillus paracasei,46.0206,This study,WL,water
TG_ID092_WL_T3_S70,Lacticaseibacillus paracasei,46.0206,This study,WL,water
TG_ID092_WL_T4_S23,Lentilactobacillus hilgardii,2.84916,This study,WL,water
TG_ID092_WL_T4_S23,Lentilactobacillus hilgardii,2.84916,This study,WL,water
TG_ID092_WL_T4_S23,Lentilactobacillus hilgardii,2.84916,This study,WL,water
TG_ID092_WL_T4_S23,Lentilactobacillus hilgardii,2.84916,This study,WL,water
TG_ID092_WL_T5_S94,Lacticaseibacillus paracasei,28.2993,This study,WL,water
TG_ID092_WL_T5_S94,Lacticaseibacillus paracasei,28.2993,This study,WL,water
TG_ID092_WL_T5_S94,Lacticaseibacillus paracasei,28.2993,This study,WL,water
TG_ID092_WL_T5_S94,Lacticaseibacillus paracasei,28.2993,This study,WL,water
TG_ID092_WL_T5_S94,Lacticaseibacillus paracasei,28.2993,This study,WL,water
TG_ID092_WL_T5_S94,Lacticaseibacillus paracasei,28.2993,This study,WL,water
TG_ID092_WL_T6_S21,Acetobacter pasteurianus,0.948509,This study,WL,water
TG_ID092_WL_T6_S21,Acetobacter pasteurianus,0.948509,This study,WL,water
TG_ID092_WL_T6_S21,Acetobacter pasteurianus,0.948509,This study,WL,water
TG_ID092_WL_T6_S21,Acetobacter pasteurianus,0.948509,This study,WL,water
TG_ID092_WL_T6_S21,Acetobacter pasteurianus,0.948509,This study,WL,water
TG_ID092_WL_T6_S21,Acetobacter pasteurianus,0.948509,This study,WL,water
TG_ID093_WG_T1_S163,Lentilactobacillus hilgardii,28.1455,This study,WG,water
TG_ID093_WG_T1_S163,Lentilactobacillus hilgardii,28.1455,This study,WG,water
TG_ID093_WG_T1_S163,Lentilactobacillus hilgardii,28.1455,This study,WG,water
TG_ID093_WG_T1_S163,Lentilactobacillus hilgardii,28.1455,This study,WG,water
TG_ID093_WG_T2_S164,Lentilactobacillus hilgardii,23.9398,This study,WG,water
TG_ID093_WG_T2_S164,Lentilactobacillus hilgardii,23.9398,This study,WG,water
TG_ID093_WG_T2_S164,Lentilactobacillus hilgardii,23.9398,This study,WG,water
TG_ID093_WG_T2_S164,Lentilactobacillus hilgardii,23.9398,This study,WG,water
TG_ID093_WG_T3_S65,Lentilactobacillus hilgardii,27.2714,This study,WG,water
TG_ID093_WG_T3_S65,Lentilactobacillus hilgardii,27.2714,This study,WG,water
TG_ID093_WG_T3_S65,Lentilactobacillus hilgardii,27.2714,This study,WG,water
TG_ID093_WG_T3_S65,Lentilactobacillus hilgardii,27.2714,This study,WG,water
TG_ID093_WL_T1_S171,Lacticaseibacillus paracasei,14.7499,This study,WL,water
TG_ID093_WL_T1_S171,Lacticaseibacillus paracasei,14.7499,This study,WL,water
TG_ID093_WL_T1_S171,Lacticaseibacillus paracasei,14.7499,This study,WL,water
TG_ID093_WL_T1_S171,Lacticaseibacillus paracasei,14.7499,This study,WL,water
TG_ID093_WL_T2_S5,Lacticaseibacillus paracasei,6.23686,This study,WL,water
TG_ID093_WL_T2_S5,Lacticaseibacillus paracasei,6.23686,This study,WL,water
TG_ID093_WL_T2_S5,Lacticaseibacillus paracasei,6.23686,This study,WL,water
TG_ID093_WL_T2_S5,Lacticaseibacillus paracasei,6.23686,This study,WL,water
TG_ID093_WL_T3_S66,Lentilactobacillus hilgardii,5.14432,This study,WL,water
TG_ID093_WL_T3_S66,Lentilactobacillus hilgardii,5.14432,This study,WL,water
TG_ID093_WL_T3_S66,Lentilactobacillus hilgardii,5.14432,This study,WL,water
TG_ID093_WL_T3_S66,Lentilactobacillus hilgardii,5.14432,This study,WL,water
TG_ID096_WG_T1_S56,Lacticaseibacillus paracasei,3.03506,This study,WG,water
TG_ID096_WG_T1_S56,Lacticaseibacillus paracasei,3.03506,This study,WG,water
TG_ID096_WG_T1_S56,Lacticaseibacillus paracasei,3.03506,This study,WG,water
TG_ID096_WG_T1_S56,Lacticaseibacillus paracasei,3.03506,This study,WG,water
TG_ID096_WG_T1_S56,Lacticaseibacillus paracasei,3.03506,This study,WG,water
TG_ID096_WG_T1_S56,Lacticaseibacillus paracasei,3.03506,This study,WG,water
TG_ID096_WL_T1_S117,Pseudomonas veronii,2.55892,This study,WL,water
TG_ID096_WL_T1_S117,Pseudomonas veronii,2.55892,This study,WL,water
TG_ID096_WL_T1_S117,Pseudomonas veronii,2.55892,This study,WL,water
TG_ID096_WL_T1_S117,Pseudomonas veronii,2.55892,This study,WL,water
TG_ID096_WL_T1_S117,Pseudomonas veronii,2.55892,This study,WL,water
TG_ID096_WL_T1_S117,Pseudomonas veronii,2.55892,This study,WL,water
TG_ID096_WL_T2_S46,Lacticaseibacillus paracasei,52.7798,This study,WL,water
TG_ID096_WL_T2_S46,Lacticaseibacillus paracasei,52.7798,This study,WL,water
TG_ID096_WL_T2_S46,Lacticaseibacillus paracasei,52.7798,This study,WL,water
TG_ID096_WL_T2_S46,Lacticaseibacillus paracasei,52.7798,This study,WL,water
TG_ID096_WL_T2_S46,Lacticaseibacillus paracasei,52.7798,This study,WL,water
TG_ID096_WL_T2_S46,Lacticaseibacillus paracasei,52.7798,This study,WL,water
TG_ID096_WL_T5_S92,Gluconobacter oxydans,1.74754,This study,WL,water
TG_ID096_WL_T5_S92,Gluconobacter oxydans,1.74754,This study,WL,water
TG_ID096_WL_T5_S92,Gluconobacter oxydans,1.74754,This study,WL,water
TG_ID096_WL_T5_S92,Gluconobacter oxydans,1.74754,This study,WL,water
TG_ID096_WL_T5_S92,Gluconobacter oxydans,1.74754,This study,WL,water
TG_ID096_WL_T5_S92,Gluconobacter oxydans,1.74754,This study,WL,water
TG_ID097_WG_T1_S129,Lentilactobacillus hilgardii,20.3174,This study,WG,water
TG_ID097_WG_T1_S129,Lentilactobacillus hilgardii,20.3174,This study,WG,water
TG_ID097_WG_T1_S129,Lentilactobacillus hilgardii,20.3174,This study,WG,water
TG_ID097_WG_T1_S129,Lentilactobacillus hilgardii,20.3174,This study,WG,water
TG_ID097_WG_T1_S129,Lentilactobacillus hilgardii,20.3174,This study,WG,water
TG_ID097_WG_T1_S129,Lentilactobacillus hilgardii,20.3174,This study,WG,water
TG_ID097_WG_T2_S184,Lentilactobacillus hilgardii,24.0845,This study,WG,water
TG_ID097_WG_T2_S184,Lentilactobacillus hilgardii,24.0845,This study,WG,water
TG_ID097_WG_T2_S184,Lentilactobacillus hilgardii,24.0845,This study,WG,water
TG_ID097_WG_T2_S184,Lentilactobacillus hilgardii,24.0845,This study,WG,water
TG_ID097_WG_T2_S184,Lentilactobacillus hilgardii,24.0845,This study,WG,water
TG_ID097_WG_T2_S184,Lentilactobacillus hilgardii,24.0845,This study,WG,water
TG_ID097_WG_T3_S165,Lentilactobacillus hilgardii,24.4432,This study,WG,water
TG_ID097_WG_T3_S165,Lentilactobacillus hilgardii,24.4432,This study,WG,water
TG_ID097_WG_T3_S165,Lentilactobacillus hilgardii,24.4432,This study,WG,water
TG_ID097_WG_T3_S165,Lentilactobacillus hilgardii,24.4432,This study,WG,water
TG_ID097_WG_T3_S165,Lentilactobacillus hilgardii,24.4432,This study,WG,water
TG_ID097_WG_T3_S165,Lentilactobacillus hilgardii,24.4432,This study,WG,water
TG_ID097_WG_T4_S31,Lentilactobacillus hilgardii,18.7072,This study,WG,water
TG_ID097_WG_T4_S31,Lentilactobacillus hilgardii,18.7072,This study,WG,water
TG_ID097_WG_T4_S31,Lentilactobacillus hilgardii,18.7072,This study,WG,water
TG_ID097_WG_T4_S31,Lentilactobacillus hilgardii,18.7072,This study,WG,water
TG_ID097_WG_T5_S68,Lentilactobacillus hilgardii,6.66667,This study,WG,water
TG_ID097_WG_T5_S68,Lentilactobacillus hilgardii,6.66667,This study,WG,water
TG_ID097_WG_T5_S68,Lentilactobacillus hilgardii,6.66667,This study,WG,water
TG_ID097_WG_T5_S68,Lentilactobacillus hilgardii,6.66667,This study,WG,water
TG_ID097_WG_T5_S68,Lentilactobacillus hilgardii,6.66667,This study,WG,water
TG_ID097_WG_T5_S68,Lentilactobacillus hilgardii,6.66667,This study,WG,water
TG_ID097_WL_T1_S141,Pseudomonas putida,23.4123,This study,WL,water
TG_ID097_WL_T1_S141,Pseudomonas putida,23.4123,This study,WL,water
TG_ID097_WL_T1_S141,Pseudomonas putida,23.4123,This study,WL,water
TG_ID097_WL_T1_S141,Pseudomonas putida,23.4123,This study,WL,water
TG_ID097_WL_T1_S141,Pseudomonas putida,23.4123,This study,WL,water
TG_ID097_WL_T1_S141,Pseudomonas putida,23.4123,This study,WL,water
TG_ID097_WL_T2_S153,Lacticaseibacillus paracasei,16.3933,This study,WL,water
TG_ID097_WL_T2_S153,Lacticaseibacillus paracasei,16.3933,This study,WL,water
TG_ID097_WL_T2_S153,Lacticaseibacillus paracasei,16.3933,This study,WL,water
TG_ID097_WL_T2_S153,Lacticaseibacillus paracasei,16.3933,This study,WL,water
TG_ID097_WL_T2_S153,Lacticaseibacillus paracasei,16.3933,This study,WL,water
TG_ID097_WL_T2_S153,Lacticaseibacillus paracasei,16.3933,This study,WL,water
TG_ID097_WL_T3_S177,Lacticaseibacillus paracasei,23.5297,This study,WL,water
TG_ID097_WL_T3_S177,Lacticaseibacillus paracasei,23.5297,This study,WL,water
TG_ID097_WL_T3_S177,Lacticaseibacillus paracasei,23.5297,This study,WL,water
TG_ID097_WL_T3_S177,Lacticaseibacillus paracasei,23.5297,This study,WL,water
TG_ID097_WL_T3_S177,Lacticaseibacillus paracasei,23.5297,This study,WL,water
TG_ID097_WL_T3_S177,Lacticaseibacillus paracasei,23.5297,This study,WL,water
TG_ID097_WL_T4_S32,Lacticaseibacillus paracasei,9.5258,This study,WL,water
TG_ID097_WL_T4_S32,Lacticaseibacillus paracasei,9.5258,This study,WL,water
TG_ID097_WL_T4_S32,Lacticaseibacillus paracasei,9.5258,This study,WL,water
TG_ID097_WL_T4_S32,Lacticaseibacillus paracasei,9.5258,This study,WL,water
TG_ID097_WL_T5_S9,Gluconobacter oxydans,3.89511,This study,WL,water
TG_ID097_WL_T5_S9,Gluconobacter oxydans,3.89511,This study,WL,water
TG_ID097_WL_T5_S9,Gluconobacter oxydans,3.89511,This study,WL,water
TG_ID097_WL_T5_S9,Gluconobacter oxydans,3.89511,This study,WL,water
TG_ID097_WL_T5_S9,Gluconobacter oxydans,3.89511,This study,WL,water
TG_ID097_WL_T5_S9,Gluconobacter oxydans,3.89511,This study,WL,water
TG_ID103_WG_T1_S67,Lentilactobacillus hilgardii,29.6722,This study,WG,water
TG_ID103_WG_T1_S67,Lentilactobacillus hilgardii,29.6722,This study,WG,water
TG_ID103_WG_T1_S67,Lentilactobacillus hilgardii,29.6722,This study,WG,water
TG_ID103_WG_T1_S67,Lentilactobacillus hilgardii,29.6722,This study,WG,water
TG_ID103_WG_T2_S134,Lentilactobacillus hilgardii,23.915,This study,WG,water
TG_ID103_WG_T2_S134,Lentilactobacillus hilgardii,23.915,This study,WG,water
TG_ID103_WG_T2_S134,Lentilactobacillus hilgardii,23.915,This study,WG,water
TG_ID103_WG_T2_S134,Lentilactobacillus hilgardii,23.915,This study,WG,water
TG_ID103_WG_T3_S69,Lentilactobacillus hilgardii,27.4243,This study,WG,water
TG_ID103_WG_T3_S69,Lentilactobacillus hilgardii,27.4243,This study,WG,water
TG_ID103_WG_T3_S69,Lentilactobacillus hilgardii,27.4243,This study,WG,water
TG_ID103_WG_T3_S69,Lentilactobacillus hilgardii,27.4243,This study,WG,water
TG_ID103_WG_T4_S79,Lentilactobacillus hilgardii,27.9235,This study,WG,water
TG_ID103_WG_T4_S79,Lentilactobacillus hilgardii,27.9235,This study,WG,water
TG_ID103_WG_T4_S79,Lentilactobacillus hilgardii,27.9235,This study,WG,water
TG_ID103_WG_T4_S79,Lentilactobacillus hilgardii,27.9235,This study,WG,water
TG_ID103_WG_T5_S18,Lentilactobacillus hilgardii,32.6333,This study,WG,water
TG_ID103_WG_T5_S18,Lentilactobacillus hilgardii,32.6333,This study,WG,water
TG_ID103_WG_T5_S18,Lentilactobacillus hilgardii,32.6333,This study,WG,water
TG_ID103_WG_T5_S18,Lentilactobacillus hilgardii,32.6333,This study,WG,water
TG_ID103_WL_T1_S68,Pseudomonas veronii,2.64596,This study,WL,water
TG_ID103_WL_T1_S68,Pseudomonas veronii,2.64596,This study,WL,water
TG_ID103_WL_T1_S68,Pseudomonas veronii,2.64596,This study,WL,water
TG_ID103_WL_T1_S68,Pseudomonas veronii,2.64596,This study,WL,water
TG_ID103_WL_T2_S85,Lentilactobacillus hilgardii,4.38354,This study,WL,water
TG_ID103_WL_T2_S85,Lentilactobacillus hilgardii,4.38354,This study,WL,water
TG_ID103_WL_T2_S85,Lentilactobacillus hilgardii,4.38354,This study,WL,water
TG_ID103_WL_T2_S85,Lentilactobacillus hilgardii,4.38354,This study,WL,water
TG_ID103_WL_T3_S70,Gluconobacter oxydans,8.7871,This study,WL,water
TG_ID103_WL_T3_S70,Gluconobacter oxydans,8.7871,This study,WL,water
TG_ID103_WL_T3_S70,Gluconobacter oxydans,8.7871,This study,WL,water
TG_ID103_WL_T3_S70,Gluconobacter oxydans,8.7871,This study,WL,water
TG_ID103_WL_T4_S158,Leuconostoc pseudomesenteroides,27.1186,This study,WL,water
TG_ID103_WL_T4_S158,Leuconostoc pseudomesenteroides,27.1186,This study,WL,water
TG_ID103_WL_T4_S158,Leuconostoc pseudomesenteroides,27.1186,This study,WL,water
TG_ID103_WL_T4_S158,Leuconostoc pseudomesenteroides,27.1186,This study,WL,water
TG_ID103_WL_T5_S24,Lentilactobacillus hilgardii,8.01091,This study,WL,water
TG_ID103_WL_T5_S24,Lentilactobacillus hilgardii,8.01091,This study,WL,water
TG_ID103_WL_T5_S24,Lentilactobacillus hilgardii,8.01091,This study,WL,water
TG_ID103_WL_T5_S24,Lentilactobacillus hilgardii,8.01091,This study,WL,water
TG_ID107_WG_T1_S135,Lacticaseibacillus paracasei,34.0921,This study,WG,water
TG_ID107_WG_T1_S135,Lacticaseibacillus paracasei,34.0921,This study,WG,water
TG_ID107_WG_T1_S135,Lacticaseibacillus paracasei,34.0921,This study,WG,water
TG_ID107_WG_T1_S135,Lacticaseibacillus paracasei,34.0921,This study,WG,water
TG_ID107_WG_T2_S136,Lacticaseibacillus paracasei,49.603,This study,WG,water
TG_ID107_WG_T2_S136,Lacticaseibacillus paracasei,49.603,This study,WG,water
TG_ID107_WG_T2_S136,Lacticaseibacillus paracasei,49.603,This study,WG,water
TG_ID107_WG_T2_S136,Lacticaseibacillus paracasei,49.603,This study,WG,water
TG_ID107_WG_T3_S137,Lacticaseibacillus paracasei,38.5185,This study,WG,water
TG_ID107_WG_T3_S137,Lacticaseibacillus paracasei,38.5185,This study,WG,water
TG_ID107_WG_T3_S137,Lacticaseibacillus paracasei,38.5185,This study,WG,water
TG_ID107_WG_T3_S137,Lacticaseibacillus paracasei,38.5185,This study,WG,water
TG_ID107_WG_T4_S106,Zymomonas mobilis,19.615,This study,WG,water
TG_ID107_WG_T4_S106,Zymomonas mobilis,19.615,This study,WG,water
TG_ID107_WG_T4_S106,Zymomonas mobilis,19.615,This study,WG,water
TG_ID107_WG_T4_S106,Zymomonas mobilis,19.615,This study,WG,water
TG_ID107_WG_T5_S107,Zymomonas mobilis,16.871,This study,WG,water
TG_ID107_WG_T5_S107,Zymomonas mobilis,16.871,This study,WG,water
TG_ID107_WG_T5_S107,Zymomonas mobilis,16.871,This study,WG,water
TG_ID107_WG_T5_S107,Zymomonas mobilis,16.871,This study,WG,water
TG_ID107_WG_T6_S108,Lacticaseibacillus paracasei,25.3621,This study,WG,water
TG_ID107_WG_T6_S108,Lacticaseibacillus paracasei,25.3621,This study,WG,water
TG_ID107_WG_T6_S108,Lacticaseibacillus paracasei,25.3621,This study,WG,water
TG_ID107_WG_T6_S108,Lacticaseibacillus paracasei,25.3621,This study,WG,water
TG_ID107_WL_T1_S86,Lacticaseibacillus paracasei,18.5987,This study,WL,water
TG_ID107_WL_T1_S86,Lacticaseibacillus paracasei,18.5987,This study,WL,water
TG_ID107_WL_T1_S86,Lacticaseibacillus paracasei,18.5987,This study,WL,water
TG_ID107_WL_T1_S86,Lacticaseibacillus paracasei,18.5987,This study,WL,water
TG_ID107_WL_T2_S87,Lacticaseibacillus paracasei,36.2786,This study,WL,water
TG_ID107_WL_T2_S87,Lacticaseibacillus paracasei,36.2786,This study,WL,water
TG_ID107_WL_T2_S87,Lacticaseibacillus paracasei,36.2786,This study,WL,water
TG_ID107_WL_T2_S87,Lacticaseibacillus paracasei,36.2786,This study,WL,water
TG_ID107_WL_T3_S88,Lacticaseibacillus paracasei,16.2015,This study,WL,water
TG_ID107_WL_T3_S88,Lacticaseibacillus paracasei,16.2015,This study,WL,water
TG_ID107_WL_T3_S88,Lacticaseibacillus paracasei,16.2015,This study,WL,water
TG_ID107_WL_T3_S88,Lacticaseibacillus paracasei,16.2015,This study,WL,water
TG_ID107_WL_T4_S110,Zymomonas mobilis,5.69889,This study,WL,water
TG_ID107_WL_T4_S110,Zymomonas mobilis,5.69889,This study,WL,water
TG_ID107_WL_T4_S110,Zymomonas mobilis,5.69889,This study,WL,water
TG_ID107_WL_T4_S110,Zymomonas mobilis,5.69889,This study,WL,water
TG_ID107_WL_T5_S111,Zymomonas mobilis,3.36493,This study,WL,water
TG_ID107_WL_T5_S111,Zymomonas mobilis,3.36493,This study,WL,water
TG_ID107_WL_T5_S111,Zymomonas mobilis,3.36493,This study,WL,water
TG_ID107_WL_T5_S111,Zymomonas mobilis,3.36493,This study,WL,water
TG_ID107_WL_T6_S112,Lacticaseibacillus paracasei,13.2579,This study,WL,water
TG_ID107_WL_T6_S112,Lacticaseibacillus paracasei,13.2579,This study,WL,water
TG_ID107_WL_T6_S112,Lacticaseibacillus paracasei,13.2579,This study,WL,water
TG_ID107_WL_T6_S112,Lacticaseibacillus paracasei,13.2579,This study,WL,water
TG_ID110_WG_T1_S166,Lentilactobacillus hilgardii,11.1742,This study,WG,water
TG_ID110_WG_T1_S166,Lentilactobacillus hilgardii,11.1742,This study,WG,water
