sample_id,Lactococcus lactis subsp. lactis,Alicyclobacillus acidocaldarius subsp. acidocaldarius,Bifidobacterium longum subsp. longum,Leuconostoc mesenteroides subsp. mesenteroides,Salmonella enterica subsp. enterica,Pseudomonas chlororaphis subsp. aurantiaca,Streptococcus dysgalactiae subsp. equisimilis,Staphylococcus hominis subsp. hominis,Bifidobacterium animalis subsp. lactis,Mycobacterium avium subsp. hominissuis,Pseudomonas chlororaphis subsp. aureofaciens,Pseudomonas chlororaphis subsp. piscium,Lactococcus cremoris subsp. cremoris,Legionella pneumophila subsp. fraseri,Cutibacterium acnes subsp. acnes,Lacticaseibacillus paracasei subsp. paracasei,Zymomonas mobilis subsp. mobilis,Enterobacter hormaechei subsp. xiangfangensis,Fusobacterium nucleatum subsp. animalis,Listeria ivanovii subsp. londoniensis,Bifidobacterium longum subsp. infantis,Photorhabdus laumondii subsp. laumondii,Treponema pallidum subsp. pallidum,Francisella tularensis subsp. novicida,Fibrobacter succinogenes subsp. succinogenes,Lactobacillus delbrueckii subsp. bulgaricus,Mycobacterium avium subsp. paratuberculosis,Mycoplasma mycoides subsp. mycoides,Aeromonas salmonicida subsp. salmonicida,Clavibacter michiganensis subsp. nebraskensis,Campylobacter fetus subsp. fetus,Campylobacter fetus subsp. venerealis,Clavibacter michiganensis subsp. michiganensis,Clavibacter michiganensis subsp. insidiosus,Photobacterium damselae subsp. piscicida,Streptococcus equi subsp. zooepidemicus,Mycoplasma mycoides subsp. capri,Mycoplasma capricolum subsp. capripneumoniae,Pasteurella multocida subsp. multocida,Streptococcus gallolyticus subsp. gallolyticus,Streptomyces lavendulae subsp. lavendulae,Salmonella enterica subsp. salamae,Klebsiella pneumoniae subsp. pneumoniae,Staphylococcus capitis subsp. capitis,Fusobacterium nucleatum subsp. nucleatum,Fusobacterium nucleatum subsp. polymorphum,Lactobacillus delbrueckii subsp. delbrueckii,Photobacterium damselae subsp. damselae,Campylobacter hyointestinalis subsp. hyointestinalis,Campylobacter hyointestinalis subsp. lawsonii,Legionella pneumophila subsp. pascullei,Legionella pneumophila subsp. pneumophila,Leuconostoc gelidum subsp. gasicomitatum,Francisella tularensis subsp. tularensis,Francisella tularensis subsp. holarctica,Streptomyces rimosus subsp. rimosus,Bacillus subtilis subsp. subtilis,Fusobacterium necrophorum subsp. funduliforme,Paenibacillus larvae subsp. larvae,Streptococcus equi subsp. equi,Fusobacterium nucleatum subsp. vincentii,Thermoclostridium stercorarium subsp. stercorarium,Morganella morganii subsp. morganii,Streptococcus constellatus subsp. pharyngis,Listeria ivanovii subsp. ivanovii,Mycobacterium intracellulare subsp. chimaera,Lactobacillus delbrueckii subsp. indicus,Enterobacter hormaechei subsp. steigerwaltii,Bifidobacterium animalis subsp. animalis,Streptomyces hygroscopicus subsp. jinggangensis,Mycobacteroides abscessus subsp. bolletii,Acetobacter pasteurianus subsp. pasteurianus,Campylobacter lari subsp. concheus,Proteus terrae subsp. cibarius,Bifidobacterium catenulatum subsp. kashiwanohense,Xylella fastidiosa subsp. fastidiosa,Xylella fastidiosa subsp. multiplex,Borreliella garinii subsp. bavariensis,Mycobacteroides abscessus subsp. abscessus,Campylobacter fetus subsp. testudinum,Campylobacter pinnipediorum subsp. pinnipediorum,Klebsiella quasipneumoniae subsp. quasipneumoniae,Enterobacter hormaechei subsp. hoffmannii,Clavibacter michiganensis subsp. capsici,Sphingopyxis terrae subsp. terrae,Alistipes onderdonkii subsp. vulgaris,Xylella fastidiosa subsp. morus,Bradyrhizobium barranii subsp. barranii,Campylobacter jejuni subsp. jejuni,Neisseria elongata subsp. glycolytica,Lacticaseibacillus paracasei subsp. tolerans,Campylobacter pinnipediorum subsp. caledonicus,Treponema socranskii subsp. buccale,Latilactobacillus sakei subsp. sakei,Lactiplantibacillus plantarum subsp. plantarum,Paenibacillus larvae subsp. pulvifaciens,Lactobacillus delbrueckii subsp. lactis,Enterobacter hormaechei subsp. oharae,Aeromonas salmonicida subsp. masoucida,Rickettsia conorii subsp. heilongjiangensis,Klebsiella quasipneumoniae subsp. similipneumoniae,Bradyrhizobium barranii subsp. apii,Lactobacillus kefiranofaciens subsp. kefiranofaciens,Pectobacterium carotovorum subsp. carotovorum,Xylella fastidiosa subsp. sandyi,Salmonella enterica subsp. houtenae,Mycobacterium intracellulare subsp. yongonense,Clavibacter michiganensis subsp. sepedonicus,Salmonella enterica subsp. diarizonae,Streptococcus infantarius subsp. infantarius,Bifidobacterium longum subsp. suillum,Mycobacterium avium subsp. avium,Vibrio tapetis subsp. tapetis,Actinosynnema pretiosum subsp. pretiosum,Yersinia enterocolitica subsp. enterocolitica,Desulfosarcina ovata subsp. sediminis,Mycobacteroides abscessus subsp. massiliense,Bacillus subtilis subsp. natto,Loigolactobacillus coryniformis subsp. torquens,Yersinia enterocolitica subsp. palearctica,Pantoea stewartii subsp. stewartii,Salmonella enterica subsp. arizonae,Ralstonia syzygii subsp. celebesensis,Lentilactobacillus buchneri subsp. silagei,Aeromonas hydrophila subsp. hydrophila,Zymomonas mobilis subsp. pomaceae,Limosilactobacillus reuteri subsp. reuteri,Leuconostoc mesenteroides subsp. dextranicum,Propionibacterium freudenreichii subsp. shermanii,Nocardiopsis dassonvillei subsp. dassonvillei,Lactobacillus kefiranofaciens subsp. kefirgranum,Carnobacterium inhibens subsp. gilichinskyi,Klebsiella variicola subsp. variicola,Clavibacter michiganensis subsp. tessellarius,Burkholderia ubonensis subsp. mesacidophila,Streptomyces griseus subsp. griseus,Yersinia pestis subsp. pestis,Streptomyces hygroscopicus subsp. limoneus,Enterobacter cloacae subsp. cloacae,Mycobacterium intracellulare subsp. intracellulare,Leuconostoc gelidum subsp. aenigmaticum,Beijerinckia indica subsp. indica
TG_ID048_MG_T4_S13,0.0216081,NA,NA,0.000115861,0.00144827,NA,0.000318619,NA,NA,0.000231723,2.89653e-05,0.000463445,0.000492411,NA,NA,0.00043448,5.79306e-05,2.89653e-05,0.00312825,5.79306e-05,8.6896e-05,0.000289653,0.000115861,0.00188275,NA,0.0136716,NA,5.79306e-05,NA,NA,2.89653e-05,NA,NA,NA,2.89653e-05,2.89653e-05,0.000289653,0.000260688,NA,NA,NA,NA,NA,NA,NA,0.000144827,0.000115861,5.79306e-05,2.89653e-05,0.000231723,2.89653e-05,NA,2.89653e-05,NA,NA,NA,0.000202757,NA,NA,NA,NA,2.89653e-05,NA,NA,NA,NA,NA,NA,2.89653e-05,NA,NA,NA,NA,0.000897925,NA,NA,0.00130344,NA,NA,2.89653e-05,5.79306e-05,NA,NA,NA,NA,NA,2.89653e-05,NA,NA,2.89653e-05,0.00086896,NA,NA,NA,0.00338894,NA,0.00457652,NA,NA,NA,NA,NA,7.28012,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000231723,NA,NA,NA,NA,NA,NA,0.000318619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TG_ID048_MG_T3_S88,0.0144935,NA,NA,5.80902e-05,0.000324337,NA,0.000363064,NA,NA,0.000261406,5.80902e-05,0.000517971,0.00040179,4.84085e-06,NA,0.000435676,NA,NA,0.000537334,0.00011134,4.84085e-05,0.000324337,0.000101658,0.000179111,9.6817e-06,0.00936704,NA,7.26127e-05,9.6817e-06,NA,4.84085e-05,NA,NA,NA,NA,6.2931e-05,0.000145225,7.74536e-05,NA,6.77719e-05,NA,NA,4.84085e-06,4.84085e-06,NA,0.000106499,0.000106499,0.000106499,3.38859e-05,0.000188793,1.93634e-05,2.90451e-05,3.38859e-05,NA,NA,NA,0.000159748,2.42042e-05,2.42042e-05,NA,9.6817e-05,1.45225e-05,9.6817e-06,NA,4.84085e-06,NA,NA,3.87268e-05,4.84085e-05,1.45225e-05,NA,NA,3.87268e-05,0.000387268,NA,NA,0.000358223,NA,9.6817e-06,9.6817e-06,3.38859e-05,NA,NA,NA,NA,NA,4.84085e-06,NA,4.84085e-06,NA,0.0010311,4.84085e-06,NA,NA,0.00402759,NA,0.00236718,NA,NA,NA,NA,4.84085e-06,6.44919,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000309814,NA,NA,NA,NA,NA,NA,0.000672878,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TG_ID043_ML_T6_S174,0.0108502,NA,0.000285532,0.000571063,0.0128489,0.0168464,0.000856595,NA,0.000571063,0.00628169,0.036548,0.00142766,0.00142766,0.000285532,NA,NA,0.0054251,0.00114213,0.00114213,0.000571063,0.00114213,0.00171319,0.00142766,0.000285532,0.00114213,0.00913701,NA,NA,0.00256978,NA,0.000571063,NA,NA,0.000285532,NA,0.000571063,0.00142766,0.000285532,NA,NA,0.000571063,NA,NA,NA,NA,0.000571063,0.000285532,0.00228425,0.000285532,NA,0.00199872,0.000571063,0.000571063,NA,NA,0.00142766,0.000856595,0.000571063,NA,0.000285532,NA,0.00285532,0.000285532,NA,0.000856595,0.000285532,NA,NA,0.000856595,0.00228425,NA,NA,NA,0.000571063,NA,NA,0.00114213,NA,0.00371191,0.000285532,NA,NA,NA,NA,NA,0.00114213,NA,NA,NA,NA,0.000285532,NA,NA,NA,0.00114213,NA,0.00256978,NA,NA,NA,NA,0.000285532,0.821189,NA,NA,NA,NA,NA,0.000285532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TG_ID043_ML_T3_S175,0.127811,7.71946e-06,NA,0.00042457,0.00626048,0.00133547,5.40362e-05,NA,2.31584e-05,0.0042457,0.00358955,0.000324217,0.0858172,0.0002779,7.71946e-06,0.000115792,0.0128761,0.000717909,0.00056352,0.000162109,0.000656154,0.000663873,0.000262461,5.40362e-05,0.000517204,0.0302448,0.000192986,2.31584e-05,0.000748787,NA,6.94751e-05,NA,NA,NA,NA,0.000478606,0.000100353,0.000115792,NA,3.08778e-05,0.000548081,NA,1.54389e-05,NA,7.71946e-06,0.000416851,3.08778e-05,0.000617556,0.00125827,9.26335e-05,0.000602118,0.000802823,0.000216145,NA,2.31584e-05,0.00109616,0.000416851,7.71946e-06,0.000239303,1.54389e-05,0.000239303,0.000895457,0.000316498,NA,0.000239303,7.71946e-06,NA,NA,0.000602118,0.00109616,NA,0.00357411,7.71946e-06,0.000239303,NA,4.63167e-05,0.0013509,7.71946e-06,0.00199934,3.08778e-05,2.31584e-05,NA,NA,NA,NA,0.000385973,1.54389e-05,NA,7.71946e-06,NA,0.000455448,1.54389e-05,NA,NA,0.00689347,NA,0.00910896,NA,NA,1.54389e-05,NA,0.000324217,0.748926,NA,NA,NA,NA,1.54389e-05,7.71946e-06,NA,NA,NA,7.71946e-06,1.54389e-05,2.31584e-05,NA,NA,NA,NA,NA,NA,NA,NA,0.000100353,NA,7.71946e-06,NA,NA,NA,NA,3.85973e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TG_ID043_ML_T2_S186,0.238117,1.75471e-05,5.26412e-06,0.0228603,0.00552381,0.00470086,0.000284262,NA,2.63206e-05,0.00142833,0.00849628,0.000550978,0.970291,7.54523e-05,NA,0.000101773,0.00328656,0.000414111,0.000691354,0.000363224,0.000336903,0.00112828,0.000133358,0.000293036,0.000407092,0.0175383,3.86035e-05,0.00230744,0.000352696,2.983e-05,0.000282508,2.28112e-05,NA,7.01882e-06,2.45659e-05,0.00101071,0.000682581,0.000768561,5.26412e-06,0.000242149,0.000133358,0.000110546,7.89618e-05,6.66788e-05,8.949e-05,0.000364979,0.000124584,0.00121075,0.000371998,0.000270225,0.000503601,0.000382526,0.00246887,1.57924e-05,0.000112301,0.000705392,0.000319356,0.000107037,0.000219338,0.000184244,0.000235131,0.000333394,0.00011932,8.77353e-06,0.000135112,3.68488e-05,NA,1.75471e-05,0.000247413,0.000652751,NA,0.000587826,3.15847e-05,0.00112828,8.77353e-06,2.28112e-05,0.000412356,3.68488e-05,0.000680826,0.000177225,0.000177225,3.50941e-06,1.05282e-05,3.50941e-06,1.75471e-06,9.82635e-05,0.000380771,3.50941e-05,0.000103528,8.07165e-05,0.0005966,7.7207e-05,2.983e-05,NA,0.00403933,1.57924e-05,0.00478333,7.01882e-06,5.26412e-06,7.7207e-05,2.80753e-05,9.29994e-05,0.523902,NA,3.50941e-06,1.75471e-06,NA,3.50941e-05,2.28112e-05,1.22829e-05,NA,NA,2.10565e-05,5.26412e-06,0.000103528,1.57924e-05,NA,3.50941e-06,NA,1.75471e-06,1.75471e-06,5.08865e-05,NA,0.000608883,NA,3.50941e-06,NA,NA,NA,NA,8.42259e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TG_ID043_ML_T1_S162,0.00411836,NA,NA,0.000316797,0.00430844,0.000950391,0.000823673,NA,NA,0.000126719,0.000696954,NA,0.00133055,NA,NA,6.33594e-05,0.000126719,NA,0.000887032,0.00133055,0.000823673,0.00253438,NA,0.000126719,0.000190078,0.00120383,NA,0.0167269,6.33594e-05,NA,0.00120383,NA,NA,NA,NA,0.00209086,0.00291453,0.00291453,6.33594e-05,0.000887032,NA,0.000190078,NA,NA,6.33594e-05,0.000887032,NA,0.00342141,6.33594e-05,0.000887032,0.00196414,0.000506875,0.000190078,0.000190078,0.000380157,0.00120383,0.000380157,0.00418172,0.00107711,0.000253438,0.000190078,0.000253438,0.000316797,0.000190078,0.000253438,NA,NA,NA,NA,0.000887032,NA,NA,6.33594e-05,0.000380157,6.33594e-05,NA,0.00120383,0.000190078,0.000316797,0.000887032,0.000696954,NA,NA,NA,NA,NA,6.33594e-05,0.000126719,0.000380157,0.000190078,0.000126719,6.33594e-05,0.000126719,NA,0.000823673,NA,0.000443516,NA,6.33594e-05,0.000253438,NA,NA,0.733702,NA,NA,NA,NA,NA,6.33594e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000190078,NA,NA,NA,NA,NA,NA,NA,NA,0.000190078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TG_ID043_MG_T6_S168,0.0131559,NA,NA,0.000119328,0.00101429,0.000268487,0.000119328,NA,8.94958e-05,0.00014916,0.000387815,5.96638e-05,0.00116344,0.00092479,NA,0.000745798,2.98319e-05,NA,0.00143193,0.000417647,0.00014916,0.000865126,0.00104412,0.000238655,0.000119328,0.0123504,NA,0.000477311,2.98319e-05,NA,0.000536975,NA,NA,NA,NA,0.000417647,0.000387815,0.000536975,NA,8.94958e-05,NA,NA,5.96638e-05,5.96638e-05,2.98319e-05,0.000119328,0.000119328,0.000566806,2.98319e-05,0.000208823,5.96638e-05,0.000268487,0.000268487,NA,5.96638e-05,NA,5.96638e-05,0.000119328,0.000119328,2.98319e-05,0.00196891,0.000119328,8.94958e-05,NA,5.96638e-05,NA,NA,NA,0.000596638,0.00014916,NA,NA,0.000268487,0.00014916,NA,NA,2.98319e-05,2.98319e-05,2.98319e-05,2.98319e-05,0.000208823,NA,NA,NA,NA,NA,2.98319e-05,5.96638e-05,2.98319e-05,NA,0.000477311,2.98319e-05,NA,NA,0.00229706,NA,0.00352017,NA,NA,NA,NA,NA,6.96408,NA,NA,NA,NA,NA,2.98319e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.98319e-05,NA,0.000119328,NA,NA,NA,NA,NA,NA,0.000447479,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TG_ID043_MG_T3_S169,0.00959357,NA,NA,0.00030488,0.000741876,5.08134e-05,2.03254e-05,NA,NA,0.000589435,0.000101627,0.000121952,0.0097206,0.000182928,NA,0.000777445,0.000162603,1.5244e-05,0.000497971,6.60574e-05,5.08134e-05,0.00018801,0.00131099,8.13014e-05,3.0488e-05,0.0158741,5.08134e-06,0.000193091,2.03254e-05,NA,8.63828e-05,5.08134e-06,NA,NA,5.08134e-06,0.000111789,0.000528459,0.000111789,NA,2.03254e-05,1.01627e-05,5.08134e-06,1.5244e-05,NA,1.5244e-05,7.11388e-05,9.14641e-05,0.000116871,4.57321e-05,4.57321e-05,2.03254e-05,1.5244e-05,0.000116871,5.08134e-06,1.01627e-05,2.54067e-05,3.55694e-05,1.01627e-05,3.0488e-05,1.01627e-05,6.60574e-05,4.06507e-05,1.01627e-05,NA,1.01627e-05,NA,NA,NA,2.54067e-05,3.0488e-05,NA,5.08134e-05,0.000330287,7.62201e-05,NA,NA,4.57321e-05,5.08134e-06,5.08134e-05,2.54067e-05,3.0488e-05,NA,NA,NA,5.08134e-06,5.08134e-06,NA,NA,1.01627e-05,5.08134e-06,0.000558947,NA,NA,NA,0.00237299,NA,0.00480187,NA,NA,5.08134e-06,NA,NA,9.24681,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000309962,NA,NA,5.08134e-06,NA,NA,NA,0.00018801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TG_ID043_MG_T2_S174,0.00833476,NA,1.47727e-06,0.000254091,0.000772612,0.0001625,8.12499e-05,NA,NA,0.000289545,0.000280681,0.000124091,0.0125834,0.000110795,NA,0.000385568,0.000196477,1.47727e-05,0.000639658,7.23862e-05,6.79544e-05,0.00040034,0.000163977,0.000122613,4.28408e-05,0.0114873,8.86362e-06,0.000929203,3.10227e-05,NA,0.000110795,8.86362e-06,NA,NA,1.47727e-06,0.000453522,0.00105034,0.000239318,NA,6.05681e-05,8.86362e-06,7.38635e-06,4.43181e-06,1.32954e-05,1.92045e-05,0.000171363,0.000122613,0.000248181,3.39772e-05,0.000110795,8.27271e-05,4.43181e-05,8.86362e-05,7.38635e-06,2.51136e-05,0.00013,8.56817e-05,1.47727e-05,4.72727e-05,3.69318e-05,8.12499e-05,7.38635e-05,1.77272e-05,1.47727e-06,3.69318e-05,NA,NA,NA,3.54545e-05,0.000137386,NA,3.54545e-05,4.43181e-05,0.000330909,NA,1.47727e-06,7.97726e-05,2.95454e-06,5.90908e-05,5.76135e-05,6.49999e-05,NA,NA,NA,NA,1.03409e-05,2.06818e-05,1.18182e-05,3.39772e-05,1.47727e-06,0.00088784,2.95454e-06,5.90908e-06,NA,0.00215829,1.47727e-06,0.00387783,NA,NA,3.54545e-05,1.47727e-06,5.90908e-06,7.09588,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.47727e-06,NA,2.51136e-05,NA,0.00021125,NA,NA,1.47727e-06,NA,NA,NA,0.000740112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TG_ID043_MG_T1_S150,0.00238231,NA,NA,6.12943e-05,0.000964364,NA,0.000167538,NA,NA,0.000138934,2.45177e-05,0.00014302,8.58121e-05,2.8604e-05,NA,0.000437233,2.04314e-05,NA,0.00102975,0.000163452,6.94669e-05,0.000531218,6.12943e-05,0.000322817,0.00011033,0.0070938,1.63452e-05,0.0017571,8.17258e-06,NA,0.000167538,2.04314e-05,NA,NA,NA,0.00039637,0.000326903,0.000478096,NA,7.76395e-05,NA,4.08629e-06,1.22589e-05,2.04314e-05,2.45177e-05,0.000187969,0.000192056,0.000441319,5.72081e-05,0.000310558,0.000118502,0.000102157,0.000122589,8.17258e-06,2.8604e-05,0.000212487,0.000163452,4.49492e-05,8.17258e-05,6.12943e-05,0.000200228,0.000114416,1.63452e-05,NA,6.94669e-05,NA,NA,NA,3.67766e-05,0.000163452,NA,NA,8.17258e-06,0.000314644,NA,NA,0.00011033,2.8604e-05,1.63452e-05,0.00011033,6.94669e-05,NA,NA,NA,NA,NA,2.8604e-05,8.17258e-06,6.12943e-05,4.08629e-06,0.00106244,1.22589e-05,4.08629e-06,NA,0.00353873,NA,0.00264792,NA,1.22589e-05,8.98984e-05,NA,NA,7.91279,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.63452e-05,NA,0.000335076,NA,NA,NA,NA,NA,NA,0.000298299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TG_ID042_ML_T6_S172,1.45153,NA,NA,2.65844,0.000368222,0.000490963,NA,NA,NA,0.000245482,0.000490963,0.000122741,2.76118,NA,NA,0.000122741,0.00135015,NA,0.000122741,0.000122741,NA,0.000122741,NA,0.000122741,NA,0.0135015,NA,0.000122741,NA,NA,0.000122741,NA,NA,NA,NA,0.000245482,0.000245482,0.00355948,NA,0.000245482,NA,NA,NA,NA,NA,NA,NA,NA,0.000245482,0.000245482,0.000245482,NA,0.00429593,NA,NA,0.000122741,NA,0.000736445,0.000122741,NA,0.000122741,NA,NA,NA,NA,NA,NA,NA,0.000245482,0.000245482,NA,0.000490963,NA,NA,NA,NA,NA,NA,0.000122741,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000122741,NA,NA,NA,0.00257756,NA,0.00429593,NA,NA,NA,NA,0.000122741,0.581669,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TG_ID042_ML_T4_S176,5.01614,0.000103113,NA,0.105691,0.0171168,0.061146,0.00185603,NA,NA,0.00350584,0.0917706,0.00546499,0.0192821,NA,NA,0.000103113,NA,0.000928017,0.000721791,0.000103113,0.000412452,0.00134047,0.000309339,0.000206226,0.000412452,0.00680546,0.000412452,0.000721791,0.000309339,NA,0.000618678,NA,0.000103113,NA,NA,0.000515565,0.000824904,0.000515565,0.000206226,0.000103113,NA,0.000206226,0.000928017,NA,NA,0.000412452,NA,0.000721791,0.000618678,0.000206226,0.000412452,0.000309339,0.000309339,NA,0.000206226,0.00154669,0.000412452,0.00360895,0.000721791,0.000103113,0.000412452,0.000721791,0.000412452,NA,NA,0.000412452,NA,NA,0.000103113,0.000618678,NA,NA,NA,0.000309339,0.000103113,NA,0.000206226,0.000103113,0.00206226,0.000206226,0.000309339,NA,0.000103113,NA,NA,NA,NA,NA,0.000103113,0.000103113,0.000103113,0.000103113,NA,NA,0.00103113,0.000103113,0.00329962,0.000103113,NA,NA,0.000103113,0.000103113,0.215919,NA,0.000206226,NA,NA,NA,NA,NA,NA,0.000103113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000206226,NA,NA,NA,NA,NA,NA,0.000103113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TG_ID042_ML_T3_S138,15.3283,NA,NA,0.186538,0.00100289,0.0597677,0.00260275,NA,1.19392e-05,0.000990954,0.0762677,0.00287735,0.0343252,NA,1.19392e-05,4.77568e-05,1.19392e-05,NA,0.000179088,1.19392e-05,8.35745e-05,0.000167149,0.000214906,4.77568e-05,2.38784e-05,0.000179088,0.000537264,0.000620839,0.00015521,1.19392e-05,0.000191027,NA,NA,NA,NA,0.000143271,0.000143271,0.00015521,NA,1.19392e-05,NA,3.58176e-05,NA,1.19392e-05,2.38784e-05,0.000131331,NA,8.35745e-05,8.35745e-05,5.96961e-05,1.19392e-05,5.96961e-05,0.000131331,NA,NA,0.000358176,7.16353e-05,5.96961e-05,NA,4.77568e-05,3.58176e-05,0.000250723,7.16353e-05,NA,1.19392e-05,0.000179088,NA,NA,NA,0.00015521,NA,NA,NA,0.000131331,2.38784e-05,NA,1.19392e-05,NA,0.000943198,2.38784e-05,4.77568e-05,NA,NA,1.19392e-05,NA,NA,NA,2.38784e-05,3.58176e-05,1.19392e-05,8.35745e-05,NA,NA,NA,9.55137e-05,NA,0.000107453,NA,NA,2.38784e-05,NA,NA,0.00241172,NA,9.55137e-05,NA,NA,1.19392e-05,NA,4.77568e-05,NA,NA,NA,5.96961e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.19392e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TG_ID042_ML_T2_S312,0.182598,NA,NA,0.00178179,0.0245887,0.00270832,0.00075548,NA,1.42543e-05,0.000356358,0.00426205,0.00032785,0.00169627,2.85087e-05,NA,1.42543e-05,5.70174e-05,0.00032785,0.000441884,0.000285087,7.12717e-05,0.00195284,NA,8.5526e-05,2.85087e-05,5.70174e-05,NA,0.000598682,1.42543e-05,NA,0.000199561,5.70174e-05,NA,NA,1.42543e-05,0.000256578,0.000370613,0.000441884,NA,0.000114035,NA,0.000114035,0.000798243,NA,9.97804e-05,0.000370613,1.42543e-05,0.000498902,7.12717e-05,0.000342104,0.000285087,0.000270832,7.12717e-05,NA,4.2763e-05,9.97804e-05,0.000185306,2.85087e-05,0.000114035,0.000114035,0.000114035,0.000128289,7.12717e-05,NA,1.42543e-05,NA,NA,0.000128289,NA,0.000242324,NA,NA,8.5526e-05,0.000242324,1.42543e-05,NA,1.42543e-05,NA,0.000156798,5.70174e-05,4.2763e-05,NA,NA,1.42543e-05,NA,NA,NA,1.42543e-05,7.12717e-05,1.42543e-05,1.42543e-05,1.42543e-05,NA,NA,NA,1.42543e-05,2.85087e-05,NA,1.42543e-05,2.85087e-05,7.12717e-05,NA,0.0006557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.42543e-05,0.000142543,1.42543e-05,NA,1.42543e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
TG_ID042_ML_T1_S114,0.00165633,NA,NA,3.41512e-05,0.00327851,0.000324436,0.000102454,NA,1.70756e-05,0.000221983,0.000717175,1.70756e-05,0.000648872,NA,NA,8.53779e-05,6.83023e-05,NA,0.000341512,3.41512e-05,0.000119529,0.000136605,5.12268e-05,3.41512e-05,0.000102454,0.00015368,5.12268e-05,0.000239058,NA,NA,NA,NA,NA,1.70756e-05,NA,0.000187831,5.12268e-05,0.0013319,NA,3.41512e-05,1.70756e-05,NA,5.12268e-05,1.70756e-05,1.70756e-05,NA,NA,8.53779e-05,1.70756e-05,6.83023e-05,6.83023e-05,0.000187831,0.000136605,NA,1.70756e-05,0.000102454,3.41512e-05,0.00114406,5.12268e-05,1.70756e-05,NA,NA,1.70756e-05,NA,NA,NA,NA,NA,NA,6.83023e-05,NA,NA,NA,0.000102454,1.70756e-05,NA,1.70756e-05,NA,0.000119529,1.70756e-05,5.12268e-05,NA,NA,1.70756e-05,1.70756e-05,NA,1.70756e-05,1.70756e-05,1.70756e-05,5.12268e-05,1.70756e-05,NA,NA,NA,1.70756e-05,NA,3.41512e-05,NA,NA,NA,NA,NA,0.0992433,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.70756e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
